,ResponseId,Q1,Q2,Q3,Q4,AI Trust Score
698,R_29ORwipOidQv9gG,5,"$50,000 - $69,000",2,No,24
699,R_0W12bWLsEqgpYTs,3,"$0 - $9,999",3,No,20
700,R_byJTNzzJ2jJD4W2,3,"$30,000 - $49,000",None,Yes,17
701,R_cCsm11XQy831RfU,5,"$50,000 - $69,000",None,No,28
702,R_2gIaKc2DqYtJ4P4,2,"$0 - $9,999",None,Yes,13
703,R_brBOJLz6FmXJqxE,5,"$10,000 - $29,000",1,No,17
704,R_9GFV6gGLLWLC9ee,7,"$50,000 - $69,000",4 or more,No,19
705,R_3UYKL8aoQ5i0Yke,6,"$110,000 or more",3,No,28
706,R_0VNMtwvV0gGsYpo,6,"$30,000 - $49,000",3,No,23
707,R_erf5dHOCnFOA6eW,5,"$70,000 - $89,000",3,No,17
708,R_6W5qXRKqHWhp8Lc,7,"$10,000 - $29,000",None,No,28
709,R_4I0aL7XLZ4VLgUK,2,"$70,000 - $89,000",None,Yes,27
710,R_0JSizqYNOMSLaWW,3,"$50,000 - $69,000",4 or more,No,32
711,R_245hnK0oXLpH78O,4,"$90,000 - $109,000",1,Yes,28
712,R_2lviQGfory2vvWC,6,"$110,000 or more",1,Yes,28
713,R_8xhy7msH2dmhOCy,2,"$110,000 or more",1,Yes,24
714,R_9Br0ZAxv4bvqzv8,4,"$10,000 - $29,000",4 or more,No,30
715,R_5o8Vb8yZOHUMCWi,2,"$90,000 - $109,000",2,No,26
716,R_cP9IpALoUcUQ8fQ,4,"$30,000 - $49,000",2,Yes,26
717,R_6tDm2T8dM0tt1ZA,4,"$90,000 - $109,000",None,Yes,25
718,R_3xWEWCXGimgYSLY,6,"$70,000 - $89,000",2,Yes,25
719,R_880heMWQXkrVkEK,3,"$90,000 - $109,000",None,No,25
720,R_d08KKidn499riku,2,"$110,000 or more",None,No,22
721,R_3FdhVetlbP3BHYW,3,"$70,000 - $89,000",3,Yes,21
722,R_0ecgwrnsjdgekhU,1,"$0 - $9,999",1,Yes,18
723,R_0822nNND9MbEcVE,2,"$0 - $9,999",3,Yes,27
724,R_3KoWM6OH9q3GreC,4,"$50,000 - $69,000",3,No,25
725,R_8He8TTy27nGGYtM,6,"$70,000 - $89,000",None,Yes,31
726,R_eRjaIo4RJCR1pvE,1,"$70,000 - $89,000",None,No,26
727,R_6LvcK90KpJqQs5g,4,"$0 - $9,999",1,No,19
728,R_8J8vZcQr6Vwl8gu,2,"$50,000 - $69,000",2,Yes,24
729,R_2hF6vBFMI82bTUy,4,"$0 - $9,999",4 or more,Yes,23
730,R_bqMrvi6MyjjVjmK,7,"$0 - $9,999",2,Yes,23
731,R_0IejR6jW2iog0xo,1,"$10,000 - $29,000",2,No,18
732,R_6VAaAfrVjY7xhVs,1,"$70,000 - $89,000",3,No,24
733,R_eL1OLgc0Zx17ybI,6,"$90,000 - $109,000",4 or more,Yes,18
734,R_eVdPX5WNX2ryRAG,1,"$70,000 - $89,000",None,No,28
735,R_38BHbvvGTEjqufs,5,"$30,000 - $49,000",3,No,22
736,R_cAxGVVTPJUtoJQW,5,"$10,000 - $29,000",2,No,23
737,R_9TWsiy3VwNGNbMi,2,"$90,000 - $109,000",1,No,21
738,R_9AggLlKnuEvOtPE,3,"$30,000 - $49,000",1,Yes,24
739,R_cUdB3mpvoF4Gxam,1,"$110,000 or more",1,No,25
740,R_cYDb3G50sI2AhiS,3,"$0 - $9,999",1,Yes,18
741,R_0uoo6jrmupH2tsq,5,"$0 - $9,999",None,No,20
742,R_2rGW2M3MLlStcvc,1,"$70,000 - $89,000",3,No,22
743,R_9RA7dZZqFifjM58,4,"$50,000 - $69,000",None,No,29
744,R_bPZX01tk7wzjuDk,3,"$110,000 or more",None,No,23
745,R_cMW9pLXuFzGHDU2,7,"$110,000 or more",2,Yes,30
746,R_73AxKMiLLpfjiYe,6,"$110,000 or more",3,No,20
747,R_5ovN7t2MVW1mMxU,2,"$70,000 - $89,000",4 or more,Yes,21
748,R_cApCNcUydZU3vjU,2,"$10,000 - $29,000",1,No,27
749,R_ekwMKGFZIz12Y5g,6,"$90,000 - $109,000",1,Yes,18
750,R_eQaO13PiZpWHNFY,6,"$110,000 or more",4 or more,No,27
751,R_9v4Zg4EoMeBbvHU,5,"$30,000 - $49,000",4 or more,No,29
752,R_bQqbQtRxBohp1Gu,3,"$50,000 - $69,000",4 or more,No,26
753,R_8nXRjS7uvMSwIPI,6,"$0 - $9,999",3,Yes,32
754,R_d43xhwmsfhC84mO,6,"$10,000 - $29,000",4 or more,No,22
755,R_1IgD7KP6hpEKXtQ,4,"$30,000 - $49,000",4 or more,Yes,17
756,R_eafe2GDxgodHicK,4,"$10,000 - $29,000",1,No,25
757,R_b7OY1QbZxLDkyFM,2,"$30,000 - $49,000",1,Yes,25
758,R_56JPJ6VSOIIjoQS,5,"$110,000 or more",1,No,15
759,R_a5URjSmJwL3XXa6,2,"$30,000 - $49,000",1,Yes,25
760,R_08qB0YGAkVjMfau,6,"$10,000 - $29,000",4 or more,Yes,14
761,R_0qCjlaoFE5gDW3c,1,"$70,000 - $89,000",2,No,24
762,R_0VTV1FytrJE4fcO,2,"$30,000 - $49,000",2,No,21
763,R_8xhxOY9NwkSoR3E,3,"$70,000 - $89,000",2,No,26
764,R_5uo19V6dabajpX0,7,"$50,000 - $69,000",3,Yes,24
765,R_eexxIt9uz78oTwq,5,"$10,000 - $29,000",4 or more,Yes,27
766,R_4Mn0z2YCWP0vu74,5,"$90,000 - $109,000",None,Yes,26
767,R_cHgbOdck5qBXNWe,5,"$70,000 - $89,000",None,No,29
768,R_6u4TWlYzdyxBfjo,6,"$50,000 - $69,000",3,Yes,28
769,R_bypeQmuHK8oMWuG,2,"$30,000 - $49,000",1,No,22
770,R_2fzR9W9OWjvRuLk,5,"$0 - $9,999",1,No,30
771,R_7Vz5BW9elxa6DFY,1,"$10,000 - $29,000",3,Yes,18
772,R_3g94JpwkwXQWSqy,3,"$0 - $9,999",4 or more,No,26
773,R_81yRDKi5lfv2XzM,7,"$90,000 - $109,000",2,No,26
774,R_3drXVnwUPDdYjtQ,3,"$90,000 - $109,000",4 or more,Yes,22
775,R_9F5AOPPHFodxBxY,6,"$50,000 - $69,000",2,Yes,17
776,R_b7ApT2bxJcWvDwi,4,"$90,000 - $109,000",4 or more,Yes,18
777,R_b29kjDwrC1bzVZQ,3,"$70,000 - $89,000",2,Yes,13
778,R_4SBqKnS9GALaVdI,6,"$50,000 - $69,000",None,Yes,27
779,R_5tJbuq6jor21Hmu,7,"$90,000 - $109,000",None,No,24
780,R_2nIyrC3AK4smEUm,4,"$10,000 - $29,000",None,Yes,23
781,R_5t0p3Tl2yClidUi,5,"$70,000 - $89,000",2,No,18
782,R_9YNIYFKFcWR07no,2,"$10,000 - $29,000",1,No,24
783,R_5o8bKQYyhbd6qa2,7,"$30,000 - $49,000",4 or more,Yes,22
784,R_bxrhb3GBQQCZOcK,5,"$110,000 or more",2,Yes,24
785,R_bp8j5OXEKKHCS9g,3,"$70,000 - $89,000",3,No,24
786,R_cNQtYDNOEMkAu34,3,"$70,000 - $89,000",3,No,23
787,R_ekr1INplMeCNU7I,4,"$110,000 or more",1,No,18
788,R_brsFHpXAm6roiXk,1,"$10,000 - $29,000",3,No,23
789,R_5tDnDexCuTbUVN4,1,"$70,000 - $89,000",2,No,24
790,R_6Klp0eI0WoIpFSC,3,"$10,000 - $29,000",4 or more,Yes,24
791,R_eyUcsFxODHPyrCS,7,"$0 - $9,999",None,Yes,30
792,R_3w02dTKbErxmZka,3,"$30,000 - $49,000",3,Yes,27
793,R_5u2A78b3HQ0zt0W,5,"$30,000 - $49,000",4 or more,Yes,24
794,R_3xhtGVh3gBd9HKu,7,"$90,000 - $109,000",4 or more,Yes,19
795,R_5hihONXhC4xhErA,7,"$70,000 - $89,000",1,Yes,18
796,R_6yPAOUi7Voe8T4y,7,"$70,000 - $89,000",2,Yes,24
797,R_bBd735p6BczXkwK,6,"$70,000 - $89,000",1,No,19
798,R_cYlQ9gxpxnO40Ps,7,"$30,000 - $49,000",None,Yes,27
799,R_86V0ztqNddsRIyO,2,"$0 - $9,999",3,No,27
800,R_0HXFyu6cIszYl94,6,"$70,000 - $89,000",4 or more,Yes,17
801,R_6PWSsjuINyqXTzU,4,"$0 - $9,999",4 or more,Yes,17
802,R_6Q2C23IQ5cUBHHE,3,"$90,000 - $109,000",4 or more,No,26
803,R_1zsrfhVJIMFAlJI,3,"$0 - $9,999",4 or more,No,21
804,R_9L8Az60ZhvTscjs,1,"$110,000 or more",1,No,30
805,R_1FVlqAkVG83V63s,4,"$110,000 or more",3,Yes,29
806,R_3EOPmWk6fojLrTw,3,"$10,000 - $29,000",4 or more,Yes,28
807,R_3lMUuzHyybG53vM,2,"$110,000 or more",1,Yes,19
808,R_23qyiWz1FTSXdEa,5,"$90,000 - $109,000",3,Yes,18
809,R_cTl4l27efJPD3tI,5,"$110,000 or more",3,Yes,27
810,R_3rqmzgOKBk1gaEK,6,"$110,000 or more",2,Yes,32
811,R_884OgrNhXA2xQDY,6,"$50,000 - $69,000",None,Yes,30
812,R_d0R5LM8hYqyZizs,1,"$90,000 - $109,000",4 or more,Yes,22
813,R_2sExZDTO8PTubxc,1,"$90,000 - $109,000",4 or more,Yes,23
814,R_8BmGqaJ2JGqlRLE,7,"$70,000 - $89,000",None,No,19
815,R_5uOIlQXAMhwMf30,5,"$30,000 - $49,000",2,No,29
816,R_0dCRVrnpaOIElMy,7,"$30,000 - $49,000",4 or more,Yes,16
817,R_3xBI3o5587ThZwq,6,"$0 - $9,999",1,Yes,23
818,R_1YV1mmEFZrPeEzs,7,"$110,000 or more",2,No,29
819,R_71hx9JKanJGyA8C,4,"$70,000 - $89,000",4 or more,Yes,25
820,R_cuujNKccd3BhBxs,1,"$90,000 - $109,000",4 or more,Yes,30
821,R_bmiff5V3UqyLMb4,6,"$70,000 - $89,000",1,No,25
822,R_6EW2qsBQlCllrjE,3,"$90,000 - $109,000",3,No,22
823,R_390Y9daT5RUVjhk,7,"$10,000 - $29,000",1,Yes,22
824,R_cY2aATn4ELrv4Pk,2,"$0 - $9,999",4 or more,Yes,24
825,R_3z4mH9iiF1mzAXk,2,"$70,000 - $89,000",4 or more,No,22
826,R_5jo4ONPB4dY2Pgq,3,"$70,000 - $89,000",4 or more,Yes,18
827,R_dhY3JbqJa3SaOVg,4,"$90,000 - $109,000",2,Yes,22
828,R_51Ma80OHOXfCHye,7,"$90,000 - $109,000",2,Yes,29
829,R_9SvkCCTcJ2kqAGG,4,"$0 - $9,999",1,Yes,20
830,R_5tY74uixAwRGZsq,5,"$90,000 - $109,000",2,No,23
831,R_5nahnuOurJp6Yke,3,"$0 - $9,999",4 or more,Yes,24
832,R_ahsunmW7MleI8o6,5,"$30,000 - $49,000",None,No,23
833,R_0ohoDEVGZ1BdWGW,2,"$10,000 - $29,000",3,No,25
834,R_0jiDTUNtisUwJvw,3,"$30,000 - $49,000",3,No,26
835,R_9Y7Ix3HyFYMz12K,7,"$110,000 or more",1,No,20
836,R_9WEMSrTjIMBXIb4,7,"$110,000 or more",None,Yes,23
837,R_d4Fz5HJFdwh2Mwm,4,"$50,000 - $69,000",2,No,20
838,R_9sNc7JZ3an4JX1Q,4,"$70,000 - $89,000",1,Yes,24
839,R_ePPVHBSCSB8hrcG,1,"$110,000 or more",4 or more,No,25
840,R_9tzkdOWAePWSHHM,6,"$90,000 - $109,000",3,Yes,23
841,R_9KVjj6THPYoOXIi,7,"$30,000 - $49,000",1,Yes,21
842,R_3Pjs7gLamkKGfLE,5,"$110,000 or more",2,Yes,23
843,R_1BP0U8tyLFaeDJ4,7,"$30,000 - $49,000",4 or more,Yes,24
844,R_afaJPv7ioF7RAFM,3,"$50,000 - $69,000",3,Yes,18
845,R_3HI8JIpymGqig7k,5,"$10,000 - $29,000",2,Yes,23
846,R_0HfJddqnmTM5F30,5,"$30,000 - $49,000",3,No,22
847,R_3fJPVwDeoZ0oVwi,3,"$90,000 - $109,000",4 or more,No,25
848,R_emO7rcX1dnfwXj0,3,"$90,000 - $109,000",2,No,17
849,R_cU3xyfCFhYYDR78,3,"$90,000 - $109,000",4 or more,No,19
850,R_aY6bGjGDFTROREO,1,"$0 - $9,999",2,No,26
851,R_09vUenGr0GuNrdI,5,"$50,000 - $69,000",3,No,22
852,R_4Mmr60PBjrEJh0q,1,"$10,000 - $29,000",4 or more,No,25
853,R_2gdi64uSUWlmqay,6,"$90,000 - $109,000",3,No,27
854,R_0qxkwjk7pMr754i,3,"$10,000 - $29,000",2,No,21
855,R_8IlJvHTNzJqxeN8,3,"$110,000 or more",3,Yes,21
856,R_9miz8HiSMHQL9fE,2,"$30,000 - $49,000",2,Yes,32
857,R_2332ARPIaWiM4e2,6,"$110,000 or more",2,Yes,29
858,R_0DIsQKjqTt5owSi,4,"$10,000 - $29,000",2,Yes,22
859,R_bwNPVIB9gDFK8Hc,1,"$10,000 - $29,000",None,Yes,34
860,R_6PDs044z5j0yLCm,6,"$0 - $9,999",3,No,25
861,R_73f2hozf8gifALY,3,"$10,000 - $29,000",2,Yes,22
862,R_6xtCkTbDc7pD6pU,1,"$110,000 or more",1,Yes,21
863,R_2tUpE1AvsOc1MUe,7,"$90,000 - $109,000",4 or more,No,26
864,R_e2nhlHOnbiWu2nc,3,"$30,000 - $49,000",3,No,27
865,R_4UyJm1Fqlw8rrgy,3,"$90,000 - $109,000",1,Yes,32
866,R_823ixws2dsnzFUa,1,"$90,000 - $109,000",None,No,14
867,R_eqSBJCo314sz9X0,4,"$90,000 - $109,000",None,Yes,27
868,R_eRrs6tSXuOQl2oC,6,"$70,000 - $89,000",1,Yes,19
869,R_bxfhlerta5gFlRk,1,"$70,000 - $89,000",2,No,19
870,R_08H3fFwVJICDXVQ,5,"$30,000 - $49,000",3,No,20
871,R_0iZr0uukt2avNEW,2,"$50,000 - $69,000",None,Yes,31
872,R_enYJFUN1EiU1TAa,3,"$90,000 - $109,000",2,Yes,36
873,R_3VE1qVLCiJkGZr8,4,"$0 - $9,999",2,No,25
874,R_eOF174kS936ugAe,4,"$70,000 - $89,000",4 or more,No,29
875,R_en9T8DOWPc9gHT8,7,"$110,000 or more",2,Yes,25
876,R_6sRqqe9RuitOlgy,3,"$30,000 - $49,000",2,No,26
877,R_4OOWPj7p6JsfG06,6,"$70,000 - $89,000",None,No,25
878,R_37WZUkdNlDW2rmC,3,"$30,000 - $49,000",None,Yes,26
879,R_785QeXN74me5y5w,5,"$0 - $9,999",4 or more,Yes,24
880,R_dj2SZ6ZBBXPLDj8,7,"$110,000 or more",4 or more,Yes,27
881,R_55VAVGVM7IbpFTU,7,"$70,000 - $89,000",4 or more,Yes,27
882,R_3RbgUDGEDmk1kV0,5,"$50,000 - $69,000",1,No,23
883,R_8vTfCjhcEt6Ow2G,3,"$70,000 - $89,000",4 or more,No,23
884,R_8IYcr8G8OwD3scC,6,"$0 - $9,999",None,Yes,22
885,R_2tW3jRykRk7DKDQ,2,"$110,000 or more",4 or more,No,22
886,R_24EiLsMNBW8gnqK,4,"$70,000 - $89,000",None,Yes,27
887,R_9oCugvmtmYqkTsO,6,"$0 - $9,999",3,Yes,21
888,R_3BD9uvyFFor9hJ4,4,"$70,000 - $89,000",2,Yes,26
889,R_5zQpjwom1ipyClE,1,"$30,000 - $49,000",1,No,19
890,R_0oaRoRzEfd77SFU,6,"$70,000 - $89,000",2,Yes,19
891,R_3rTK7Ik57L1oW7c,3,"$90,000 - $109,000",1,Yes,23
892,R_bQ6ORSSn92Pz0nI,1,"$0 - $9,999",3,No,27
893,R_aafH3jgXFAXz9hY,7,"$70,000 - $89,000",3,Yes,23
894,R_8Cy3tjXFvSuxgMu,4,"$0 - $9,999",1,Yes,26
895,R_88lA2RB2EBQ1nGS,6,"$10,000 - $29,000",2,Yes,29
896,R_cGC2fxWanyf8qnI,2,"$0 - $9,999",3,Yes,26
897,R_4IMa56JYzMKqYrc,1,"$90,000 - $109,000",2,Yes,22
898,R_82GUUiFW1X4A7hs,1,"$50,000 - $69,000",None,No,26
899,R_bDHi2Igg1ye02H4,7,"$10,000 - $29,000",3,Yes,23
900,R_cDgR2TmF4jxehhQ,7,"$70,000 - $89,000",3,Yes,26
901,R_5vT2q0hXTyPhvBY,6,"$0 - $9,999",2,Yes,22
902,R_begReh2ZQXWTHng,4,"$10,000 - $29,000",3,No,21
903,R_3s1fyRt6Ig3Wa7s,2,"$10,000 - $29,000",3,Yes,18
904,R_5gWksLW7JTL5WMC,2,"$0 - $9,999",1,No,27
905,R_b15wCRlyP9sx5ki,1,"$90,000 - $109,000",3,No,26
906,R_etCvDL2YQmvhR3w,4,"$10,000 - $29,000",4 or more,Yes,15
907,R_71HS4rXhTuetfYq,5,"$90,000 - $109,000",2,Yes,18
908,R_cBHH6G2gA4cON7M,7,"$90,000 - $109,000",None,No,19
909,R_dg9ej3y3oUhVfOS,6,"$30,000 - $49,000",2,Yes,34
910,R_73w3u9DRigw8cGW,3,"$10,000 - $29,000",1,Yes,27
911,R_40mNKsqpEE4fprw,2,"$110,000 or more",1,Yes,24
912,R_1X3nHwzLEhl132C,5,"$30,000 - $49,000",3,Yes,27
913,R_bBdvLCgp9r0Y7fo,2,"$110,000 or more",1,No,22
914,R_bEMBlDiDGwAzJiu,6,"$90,000 - $109,000",3,Yes,20
915,R_3n4LpC09t9OL18q,5,"$0 - $9,999",2,No,23
916,R_abYyW7KXtdRsDBQ,3,"$10,000 - $29,000",4 or more,Yes,25
917,R_7Q9kuLZmpUci4wm,5,"$0 - $9,999",1,Yes,24
918,R_b336mTZ95lvih6u,1,"$90,000 - $109,000",2,No,21
919,R_cOu6VfUW5YgQRdY,4,"$110,000 or more",3,No,23
920,R_5tHUZ9G9FTw8ENU,6,"$70,000 - $89,000",1,No,33
921,R_blJj3WvUPt3mdz8,2,"$30,000 - $49,000",3,Yes,33
922,R_2sLOuKBzZSwHDFA,3,"$90,000 - $109,000",3,No,22
923,R_2nJnVHYPRMTM3Yi,1,"$30,000 - $49,000",None,Yes,29
924,R_byeQZBdAQJrxyIu,4,"$10,000 - $29,000",None,No,26
925,R_cTos8jSyHNWhIc6,1,"$110,000 or more",4 or more,Yes,19
926,R_0cznnGuArGhqMAu,3,"$10,000 - $29,000",2,Yes,20
927,R_1Yr48TkjBnjuwfk,5,"$50,000 - $69,000",2,No,29
928,R_8zT7vifls3mHmbI,4,"$70,000 - $89,000",4 or more,No,21
929,R_8jPl3MfnSpx9fD0,3,"$90,000 - $109,000",4 or more,No,29
930,R_3rs2X7IBmufDMrk,7,"$110,000 or more",4 or more,No,22
931,R_26xqBsXIEHmA0uO,3,"$30,000 - $49,000",1,Yes,21
932,R_3f5nVOWPc3pgzvo,1,"$30,000 - $49,000",1,No,25
933,R_b71G6m2fJJyICoe,7,"$70,000 - $89,000",None,No,19
934,R_ahppsCrq47o5oqO,4,"$70,000 - $89,000",4 or more,No,26
935,R_eL4nyEeLKfbDoi2,2,"$50,000 - $69,000",1,Yes,27
936,R_73xdR9hltkKhiPs,4,"$10,000 - $29,000",3,No,28
937,R_6hAL9JvEU89M3tQ,4,"$50,000 - $69,000",None,No,22
938,R_0JtkQkEIH1wQkgC,7,"$70,000 - $89,000",None,No,28
939,R_8pPrN0P1ZuM1B7o,1,"$50,000 - $69,000",4 or more,Yes,26
940,R_6VGie282YbF7XLg,6,"$50,000 - $69,000",None,Yes,27
941,R_8HfzXWiJcyKGzoG,7,"$30,000 - $49,000",3,Yes,19
942,R_6QYYtC4VjdOdUO2,3,"$30,000 - $49,000",2,Yes,26
943,R_3ltfwia4yxKeipM,6,"$10,000 - $29,000",3,No,30
944,R_bvCyE8qZPub2T1s,3,"$10,000 - $29,000",None,No,22
945,R_bmtG6gNVbhzzoEe,2,"$110,000 or more",1,Yes,19
946,R_4U7K3VGmVEMBtZ4,4,"$0 - $9,999",1,No,26
947,R_eW2Y4MfqnO8Wz6C,5,"$90,000 - $109,000",1,Yes,22
948,R_bf1A6lKZDtNHM9g,4,"$110,000 or more",4 or more,No,22
949,R_3CWLs3qTXP7Hwwu,1,"$30,000 - $49,000",2,Yes,14
950,R_db5xFYMhP0wTX7M,1,"$50,000 - $69,000",1,No,21
951,R_0SPmfVvQbF0kp82,7,"$90,000 - $109,000",None,Yes,22
952,R_3CY8glZdMLZwGlE,2,"$50,000 - $69,000",4 or more,No,28
953,R_4NntYJi1sULVsSG,6,"$0 - $9,999",None,No,23
954,R_cSh8XB2VoetLOTA,3,"$0 - $9,999",1,No,29
955,R_9sltzs2v1SVMIrc,2,"$90,000 - $109,000",1,Yes,23
956,R_5tenIoqdalOl4yO,7,"$110,000 or more",3,Yes,21
957,R_4GTdeeJ88YlGiDs,7,"$10,000 - $29,000",2,Yes,22
958,R_eQkKval1iFk0WSW,1,"$50,000 - $69,000",4 or more,Yes,19
959,R_00zXrGBmKsrYLnU,3,"$50,000 - $69,000",2,No,23
960,R_bjtFfbBslSzVddk,4,"$110,000 or more",1,No,23
961,R_cAT0I9X5Kdc0ILA,3,"$10,000 - $29,000",None,Yes,26
962,R_eWhgtahu2Ctaq6W,6,"$50,000 - $69,000",3,No,30
963,R_0fcVNLJP0ZzRnr8,1,"$110,000 or more",4 or more,No,23
964,R_6hzGFhMfVWUqpfw,2,"$50,000 - $69,000",1,Yes,31
965,R_2fdXj22zzAWYrmm,3,"$90,000 - $109,000",3,Yes,25
966,R_2sLS8G4FmTQhzNk,5,"$50,000 - $69,000",2,Yes,28
967,R_4JlaSVICne4ZaZg,2,"$30,000 - $49,000",1,Yes,23
968,R_0Hhu4axLX3c03vE,7,"$0 - $9,999",1,Yes,20
969,R_b3dEPNGVvlIZgQ6,6,"$10,000 - $29,000",1,Yes,28
970,R_6wXk92iwsrBHiLk,4,"$30,000 - $49,000",1,No,22
971,R_1ZmxwCbdawvYjRA,6,"$10,000 - $29,000",1,No,19
972,R_3lsvITqFP9aTAnI,2,"$110,000 or more",2,Yes,26
973,R_eWqRgHMStTLKRaS,7,"$30,000 - $49,000",1,No,27
974,R_5BUXoKofFAOkAx8,4,"$10,000 - $29,000",3,Yes,27
975,R_7QFNd53FiOKDnYa,3,"$110,000 or more",None,Yes,26
976,R_e96BgJsWeXPrc2O,4,"$110,000 or more",4 or more,No,25
977,R_bJJpZf1lCNDwaEK,1,"$90,000 - $109,000",1,Yes,21
978,R_b90wkEkCl0ZXVOu,3,"$70,000 - $89,000",3,Yes,27
979,R_6xvuwEml3wFtpkO,6,"$90,000 - $109,000",1,No,23
980,R_a9IfUGmhUlRnPtc,5,"$10,000 - $29,000",3,Yes,21
981,R_74lcbkd5tiRYogC,5,"$70,000 - $89,000",1,Yes,25
982,R_1RdspiuLZksvggK,1,"$30,000 - $49,000",None,Yes,19
983,R_eRt64kNU9RxjNqK,3,"$90,000 - $109,000",1,Yes,35
984,R_06qO5hVhpvBOeeq,3,"$70,000 - $89,000",2,No,26
985,R_3mw08mQxFap4G34,1,"$110,000 or more",4 or more,No,28
986,R_5w1agj4DRVrzqzY,1,"$70,000 - $89,000",None,Yes,31
987,R_exNK2MRegPFBSaa,6,"$70,000 - $89,000",1,Yes,24
988,R_7QldrPmX5t9OLXM,4,"$90,000 - $109,000",1,No,27
989,R_2ov8AvbW44PFKSy,7,"$70,000 - $89,000",1,Yes,26
990,R_6AnTAk08iNNWO3Q,1,"$30,000 - $49,000",None,No,24
991,R_eL3eQWlhKAWSnzg,5,"$70,000 - $89,000",3,Yes,22
992,R_4Z4tiKtMfwGnKce,1,"$110,000 or more",2,Yes,25
993,R_1H2cBfKrGkfI64S,4,"$0 - $9,999",None,No,25
994,R_bxh4lyjAkc3iOii,5,"$90,000 - $109,000",None,No,20
995,R_40HtAWaM71RRkjA,3,"$90,000 - $109,000",None,No,24
996,R_2f2gave3HJuslme,2,"$110,000 or more",1,Yes,17
997,R_cHHcnTTF3DWRuDk,6,"$30,000 - $49,000",2,Yes,20
998,R_03CaV170E61f0qO,6,"$70,000 - $89,000",3,Yes,22
999,R_8Il7bbp8irJQx26,1,"$30,000 - $49,000",3,No,20
1000,R_bKnpPcC9qTHmN1Q,2,"$70,000 - $89,000",2,No,25
1001,R_aWRq1bXEFBA0t4a,3,"$50,000 - $69,000",1,Yes,19
1002,R_428aCuXbw0FJS3s,3,"$10,000 - $29,000",2,Yes,21
1003,R_3vMSxPQwZlG11We,5,"$70,000 - $89,000",1,Yes,21
1004,R_2mdqsj6Ey0zS3Cm,4,"$110,000 or more",2,No,19
1005,R_8uIi3vyYIhgMG1g,6,"$10,000 - $29,000",3,No,21
1006,R_77ZXz96rkuRJFBk,3,"$90,000 - $109,000",2,Yes,23
1007,R_1Ie2Y4rLjX6mP42,1,"$70,000 - $89,000",4 or more,No,19
1008,R_eg6qFgnmSXLatts,7,"$110,000 or more",2,Yes,23
1009,R_6lBg3Z2MyCIuAlw,2,"$110,000 or more",2,Yes,18
1010,R_9zWwREWnvWcQkbY,1,"$0 - $9,999",2,No,20
1011,R_a5kyeoGzxg8cfC6,4,"$110,000 or more",3,Yes,18
1012,R_9EPu0DyEXkjxwTs,2,"$30,000 - $49,000",None,Yes,26
1013,R_02nXmoHnmA3NfF4,3,"$90,000 - $109,000",2,No,22
1014,R_afqCONQKKPBG88C,2,"$0 - $9,999",1,Yes,27
1015,R_3dyZYULl7GAKZn0,1,"$30,000 - $49,000",1,No,30
1016,R_bvWOaoSrxMVnQou,5,"$30,000 - $49,000",1,No,29
1017,R_a4VdeBHDjIpwFyC,4,"$90,000 - $109,000",3,Yes,26
1018,R_6yzzJYtZGt3R1e6,6,"$90,000 - $109,000",1,No,16
1019,R_1zumrvg23pPN87Y,1,"$30,000 - $49,000",3,No,21
1020,R_4YnLlIanaqC4eJU,7,"$30,000 - $49,000",4 or more,Yes,21
1021,R_eX3zQRfQxgGPifA,1,"$50,000 - $69,000",4 or more,No,30
1022,R_cuSFeCY3Fn2dC8S,2,"$0 - $9,999",2,Yes,21
1023,R_7apL0hPirWeIzQO,2,"$0 - $9,999",4 or more,No,25
1024,R_6m0nuA6ck7WwhKK,1,"$50,000 - $69,000",4 or more,Yes,23
1025,R_1BoY2yQVOiWvV0a,3,"$110,000 or more",1,Yes,26
1026,R_7NCTdTBpmIdms18,1,"$70,000 - $89,000",2,Yes,26
1027,R_7UMkpgoCc8kZTFQ,5,"$90,000 - $109,000",4 or more,Yes,21
1028,R_eyemb1zK2RLltjw,5,"$110,000 or more",2,No,26
1029,R_5tKuEq1xU2kZR3M,7,"$50,000 - $69,000",2,No,25
1030,R_bQsHADYuAI88nC6,1,"$50,000 - $69,000",2,Yes,27
1031,R_aUWR7XxH8v6JuCi,5,"$70,000 - $89,000",2,Yes,20
1032,R_8ICpeoeqYXrcsZM,7,"$70,000 - $89,000",3,Yes,23
1033,R_6yWHDeQzfryQHOK,3,"$70,000 - $89,000",None,Yes,28
1034,R_3aWAsLyeRPKZEk6,7,"$0 - $9,999",None,Yes,21
1035,R_d4furQ7xGhUTguG,7,"$50,000 - $69,000",3,No,25
1036,R_bxXkUzY05iUl8Xk,3,"$10,000 - $29,000",1,Yes,23
1037,R_4ZbkrOmJ7oHDbLg,1,"$110,000 or more",4 or more,Yes,19
1038,R_0pUc76WoJKLF5FI,6,"$90,000 - $109,000",3,No,31
1039,R_eaIi7SmgaMjx7r8,6,"$0 - $9,999",4 or more,No,20
1040,R_eFFwq4sL901XJf8,5,"$10,000 - $29,000",2,Yes,22
1041,R_bPgqaLcXyfeSlUy,2,"$10,000 - $29,000",3,Yes,25
1042,R_6EV2ucczRw8Qdeu,5,"$50,000 - $69,000",4 or more,Yes,30
1043,R_0eL9ASE549HnCqq,6,"$90,000 - $109,000",1,No,25
