ResponseId,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13_1
R_3DxmCyJOg8CCG6a,40-49,"$30,000 - $49,000",4 or more,Yes,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Somewhat agree,1140
R_dncRXlv3kxG8aCW,40-49,"$50,000 - $69,000",4 or more,No,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,840
R_50jk6J1tWCGl8Jo,40-49,"$50,000 - $69,000",None,Yes,Strongly Disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Somewhat agree,880
R_50UaY3nGnEFhuFE,18-20,"$0 - $9,999",3,Yes,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,1260
R_3Wf4baEJikgRhSC,18-20,"$0 - $9,999",None,Yes,Strongly Disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Strongly agree,1480
R_a46qiCLG6gE9hhY,50-59,"$110,000 or more",3,No,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,460
R_etjIhPRJGR70XeS,18-20,"$30,000 - $49,000",2,Yes,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,1800
R_0JsvPhhxnyuT3xA,40-49,"$10,000 - $29,000",2,Yes,Somewhat agree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,140
R_abBamurzCE2DlS6,18-20,"$110,000 or more",3,Yes,Neither agree nor disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Strongly agree,1880
R_6WNeMrTibmKWLmS,30-39,"$30,000 - $49,000",4 or more,No,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,660
R_doRGMFkn1GTYi46,21-29,"$10,000 - $29,000",4 or more,Yes,Strongly agree,Somewhat disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Somewhat disagree,Strongly agree,Somewhat agree,1920
R_brsNXGvPU5eqicS,21-29,"$70,000 - $89,000",None,No,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,1740
R_eFl30tHmhHeiIaa,21-29,"$90,000 - $109,000",None,Yes,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,520
R_d5zEWwAMwGUEMPY,18-20,"$0 - $9,999",4 or more,Yes,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,1980
R_6mmSLIKeJ6k2Dxc,30-39,"$0 - $9,999",4 or more,No,Somewhat disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,1820
R_0q5MEUH9GDH9BSC,18-20,"$10,000 - $29,000",2,Yes,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly Disagree,Strongly agree,Strongly Disagree,1820
R_7WcB8iekybtBAsS,30-39,"$30,000 - $49,000",3,No,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,140
R_aXVELk0P3PTbKrs,18-20,"$90,000 - $109,000",None,Yes,Neither agree nor disagree,Strongly Disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly Disagree,1080
R_1FgEhP8NnZOXe98,30-39,"$50,000 - $69,000",1,No,Strongly agree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,1400
R_2rSNWLitFjRoT2e,50-59,"$0 - $9,999",None,No,Strongly Disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,1140
R_2mnA3zETQpRT5OK,30-39,"$30,000 - $49,000",2,Yes,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat disagree,1920
R_afJtDA9fZ0qoaHA,21-29,"$0 - $9,999",2,No,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,1480
R_0xirlXsdjLJQU7Q,30-39,"$90,000 - $109,000",3,No,Strongly Disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,120
R_0AmMEX38XsVne06,60 or older,"$70,000 - $89,000",3,Yes,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly Disagree,1260
R_eYjH8t1VdEsBxqK,17 or younger,"$30,000 - $49,000",None,Yes,Somewhat disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,1640
R_3duLA6J8AnqcyLc,50-59,"$10,000 - $29,000",2,Yes,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly agree,1260
R_1XqrpfbfPl3wP78,17 or younger,"$30,000 - $49,000",None,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly agree,Somewhat disagree,Somewhat disagree,120
R_bOQ56sJMnoTg0M6,50-59,"$10,000 - $29,000",4 or more,Yes,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Somewhat agree,1080
R_bPp7p3kWzA2q3Ii,21-29,"$50,000 - $69,000",3,Yes,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,1880
R_ey6quupEqAuGmH4,18-20,"$50,000 - $69,000",3,Yes,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,1060
R_3IuzW3w0JMpbUgu,40-49,"$90,000 - $109,000",3,Yes,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,1580
R_8iVYDsqg6AQZ63I,50-59,"$110,000 or more",3,Yes,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,1880
R_etYHpUzMHhAzo0K,17 or younger,"$0 - $9,999",3,No,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,840
R_0AjBNRL8UH3IhHU,17 or younger,"$90,000 - $109,000",4 or more,No,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,380
R_3WXVeGIPfUKz9BQ,50-59,"$50,000 - $69,000",None,Yes,Strongly agree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,1720
R_3kHBpHncxiH6Pt4,21-29,"$50,000 - $69,000",1,No,Strongly Disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,1680
R_6nzh6Co2YXazlfU,50-59,"$0 - $9,999",2,No,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,1940
R_8omnjoDtzQAuiVM,18-20,"$0 - $9,999",4 or more,No,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,1340
R_1zQmaPus1JOREQ6,18-20,"$30,000 - $49,000",4 or more,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,940
R_1XHOF1FT5b74nSS,30-39,"$30,000 - $49,000",2,No,Somewhat agree,Strongly Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,1800
R_bemaeF2ceXPd9dA,60 or older,"$0 - $9,999",2,No,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,60
R_07YRnJmPDjTIVqS,50-59,"$110,000 or more",4 or more,No,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,1780
R_4NEEwZJhdvIWZU2,21-29,"$90,000 - $109,000",3,No,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly Disagree,900
R_8CuJHYFkqGmIrzM,21-29,"$50,000 - $69,000",3,Yes,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly Disagree,Somewhat agree,Strongly agree,Somewhat agree,1880
R_blx83fQ3Jo38Q3s,17 or younger,"$110,000 or more",1,Yes,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,780
R_bjD5XMNU8MAfbTg,30-39,"$70,000 - $89,000",None,No,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,100
R_0UtJCmNHZZCnzsW,30-39,"$50,000 - $69,000",2,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,1200
R_cT8bg8gfTghNx0a,30-39,"$0 - $9,999",None,Yes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,540
R_cUAMS72VqzLkEEm,50-59,"$110,000 or more",3,No,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly Disagree,60
R_3Oejdshg0lIDCse,18-20,"$90,000 - $109,000",3,Yes,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly Disagree,720
R_cvEI87vfvt3FoH4,40-49,"$0 - $9,999",1,No,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,1120
R_79cZsXmhF5ZcGcS,60 or older,"$110,000 or more",1,Yes,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,1220
R_0MwqncoS3h0A6UK,18-20,"$110,000 or more",2,No,Strongly Disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,1880
R_6JBRMaAjRjcURWm,21-29,"$90,000 - $109,000",None,Yes,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,340
R_agGhdD4h9RnZWw6,17 or younger,"$90,000 - $109,000",3,Yes,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,60
R_9KY96fcRefaeAXI,50-59,"$110,000 or more",2,Yes,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly Disagree,80
R_bJIkkelaFvmROaa,18-20,"$30,000 - $49,000",2,No,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,700
R_ezmn2P823z9LLts,50-59,"$0 - $9,999",1,Yes,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,1500
R_7VcPW45vbSseLwa,18-20,"$110,000 or more",3,Yes,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Somewhat disagree,1080
R_0dYEtcZJShr97sG,18-20,"$70,000 - $89,000",3,No,Somewhat agree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,1080
R_0ulsAtahWO841dc,60 or older,"$110,000 or more",1,Yes,Strongly Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,1020
R_0jtFHOh0MHpCepg,18-20,"$0 - $9,999",1,Yes,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly agree,140
R_e9yvgimNDlwgPH0,30-39,"$0 - $9,999",2,Yes,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1520
R_9yu2DSnocUqWw4e,30-39,"$10,000 - $29,000",4 or more,Yes,Somewhat agree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,1180
R_cUqm22LcYMNNHWm,17 or younger,"$0 - $9,999",3,No,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly Disagree,Strongly Disagree,Somewhat agree,Strongly agree,280
R_2rWJuKCwEPz5ylg,17 or younger,"$10,000 - $29,000",1,Yes,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,1520
R_5zteO35625M7dem,18-20,"$90,000 - $109,000",4 or more,No,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Somewhat disagree,1440
R_ehtXrlXGjSkqSt8,40-49,"$110,000 or more",None,Yes,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,1520
R_3PLRlKPb04lPW74,18-20,"$90,000 - $109,000",3,Yes,Neither agree nor disagree,Strongly Disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat agree,1460
R_eJ6vJEP5yWiZsou,30-39,"$70,000 - $89,000",None,Yes,Strongly Disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,820
R_6RSlgFsdk8cMYaW,60 or older,"$50,000 - $69,000",1,Yes,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly Disagree,Somewhat agree,1520
R_3aqcAD6ykpNeWVw,17 or younger,"$30,000 - $49,000",1,No,Strongly Disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,340
R_0rLsAuHQ9YiUKPA,18-20,"$10,000 - $29,000",2,No,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,660
R_6SjajJHdaYVFMZ8,17 or younger,"$70,000 - $89,000",4 or more,No,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,1400
R_4HgNvr0I1V7mmSa,50-59,"$30,000 - $49,000",1,Yes,Strongly Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Somewhat disagree,Strongly agree,460
R_8D00XpjIZ159PL0,60 or older,"$30,000 - $49,000",2,Yes,Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,1300
R_6PVv2vAVK65MArI,50-59,"$110,000 or more",None,No,Strongly Disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,1420
R_0wBBUAfdDtKI20K,18-20,"$30,000 - $49,000",None,Yes,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Strongly agree,Somewhat agree,540
R_5sF901hE43MViOq,17 or younger,"$0 - $9,999",1,Yes,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Strongly agree,720
R_5pyGTrwJyZRtntI,17 or younger,"$10,000 - $29,000",2,No,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Strongly agree,1840
R_brcYEuOcn6DbR9Y,21-29,"$70,000 - $89,000",4 or more,Yes,Strongly agree,Strongly Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,400
R_7OnZmdzUFaP2ujA,40-49,"$10,000 - $29,000",3,Yes,Somewhat agree,Strongly agree,Somewhat agree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,1720
R_bNjddA9FvLmjb4a,40-49,"$10,000 - $29,000",4 or more,No,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly Disagree,Neither agree nor disagree,740
R_8wEvE95hiNNs2lE,60 or older,"$110,000 or more",1,No,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,280
R_a9qLumMx6hUhgCa,21-29,"$50,000 - $69,000",2,Yes,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly Disagree,Strongly agree,1300
R_5psI6TmcjtUxg6a,17 or younger,"$50,000 - $69,000",4 or more,Yes,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,140
R_9tMEdSp2QtdmvT8,30-39,"$90,000 - $109,000",None,No,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,1900
R_2fXxlPAeBDHcypg,17 or younger,"$30,000 - $49,000",3,No,Somewhat agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,160
R_38dfiucLkycAHfE,40-49,"$0 - $9,999",None,Yes,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,400
R_3t6vwlvRNutThsO,17 or younger,"$10,000 - $29,000",2,Yes,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,60
R_aaPcLhoF5G4GV02,60 or older,"$70,000 - $89,000",None,No,Neither agree nor disagree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,1220
R_9uEIj4kTGihZeC2,50-59,"$110,000 or more",3,No,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly Disagree,600
R_4Uh8zd2AKL8iJBs,30-39,"$70,000 - $89,000",3,Yes,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,280
R_ezgZ9HlqHb4affE,30-39,"$30,000 - $49,000",2,Yes,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,1960
R_9RHtpZuNgJs1MsS,18-20,"$70,000 - $89,000",2,Yes,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,680
R_7U8XHEXcmEOyMgC,50-59,"$10,000 - $29,000",None,Yes,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,920
R_enwGa8RD6S95iia,50-59,"$90,000 - $109,000",3,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,1820
R_cuLgwFXBV99VR4y,21-29,"$10,000 - $29,000",None,Yes,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,520
R_1TwYz038oVRtUWy,17 or younger,"$110,000 or more",1,No,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,380
R_0Js9kZz2iD7GpWC,30-39,"$90,000 - $109,000",3,No,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,340
R_eJRssM2dAgoj3Rc,18-20,"$110,000 or more",4 or more,No,Strongly Disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,560
R_0GpmnVW3Of1Vl2u,40-49,"$50,000 - $69,000",3,Yes,Strongly Disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,880
R_cNtb0DPdlERrTGm,60 or older,"$0 - $9,999",1,Yes,Somewhat disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,760
R_1KOHCUh7vEAUcCO,17 or younger,"$50,000 - $69,000",1,Yes,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,400
R_cA9mUEN6MoE5Hym,18-20,"$90,000 - $109,000",2,No,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,1880
R_9mm2iPfsNQqOH7E,18-20,"$90,000 - $109,000",2,No,Somewhat disagree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,1000
R_1N5FZsWK4g6JPPU,60 or older,"$0 - $9,999",3,Yes,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,60
R_eR0VUWTKOXrsRzo,50-59,"$50,000 - $69,000",1,Yes,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,840
R_6qXRDJKV8FC9iYe,17 or younger,"$10,000 - $29,000",1,No,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,1240
R_9QWWc82cjjP84Rw,21-29,"$50,000 - $69,000",3,No,Strongly Disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,1460
R_bQuvMsdAOGL755k,40-49,"$10,000 - $29,000",1,No,Neither agree nor disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,1720
R_72jPLukeG8nOpaC,21-29,"$10,000 - $29,000",2,No,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Strongly Disagree,1140
R_cSHuS4vk7xsgNYG,18-20,"$110,000 or more",4 or more,No,Strongly Disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,920
R_cOwEIHf0jkhYUt0,21-29,"$50,000 - $69,000",4 or more,Yes,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,440
R_9SOthf0O8XP8sdM,18-20,"$70,000 - $89,000",None,No,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,Somewhat agree,180
R_6yhsvnJw5bQeDBk,17 or younger,"$0 - $9,999",2,Yes,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,1580
R_aVnRJZ4GUrguOoe,40-49,"$0 - $9,999",None,No,Strongly agree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,1240
R_8czAzEGhC1E16N8,30-39,"$50,000 - $69,000",4 or more,Yes,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,900
R_eywVmtdRYUrcKnY,40-49,"$90,000 - $109,000",2,Yes,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,720
R_2l3SyGIQrNNjW5w,60 or older,"$90,000 - $109,000",2,Yes,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,700
R_dczJb39vOxt7NgW,17 or younger,"$90,000 - $109,000",2,Yes,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,220
R_2rCHEePAeyT6FSu,21-29,"$70,000 - $89,000",3,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,1280
R_e4F858Wi82e6t5Y,50-59,"$90,000 - $109,000",None,Yes,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,1320
R_9vIRxG38WjkKB7w,17 or younger,"$90,000 - $109,000",4 or more,Yes,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,1500
