StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12
2023-11-22 12:59:50,2023-11-22 12:59:50,Survey Test,*******,100,0,True,2023-11-22 12:59:51,R_4PFEtEp1fSYbKQu,*******,*******,*******,*******,*******,*******,test,,60 or older,"$10,000 - $29,000",1,No,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree
2023-11-22 12:59:51,2023-11-22 12:59:51,Survey Test,*******,100,0,True,2023-11-22 12:59:51,R_0JyaLCGvOlHvwnI,*******,*******,*******,*******,*******,*******,test,,30-39,"$10,000 - $29,000",1,No,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree
2023-11-22 12:59:51,2023-11-22 12:59:51,Survey Test,*******,100,0,True,2023-11-22 12:59:51,R_d4EHf6rN3LXtaNE,*******,*******,*******,*******,*******,*******,test,,50-59,"$10,000 - $29,000",2,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree
2023-11-22 12:59:51,2023-11-22 12:59:51,Survey Test,*******,100,0,True,2023-11-22 12:59:51,R_exPeDinrABrfZ5k,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$50,000 - $69,000",1,Yes,Somewhat disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-11-22 12:59:51,2023-11-22 12:59:51,Survey Test,*******,100,0,True,2023-11-22 12:59:51,R_6X1Bd0Vjmc9fHJI,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$10,000 - $29,000",3,No,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree
2023-11-22 12:59:51,2023-11-22 12:59:52,Survey Test,*******,100,1,True,2023-11-22 12:59:52,R_6fAqAcUa06T24nk,*******,*******,*******,*******,*******,*******,test,,30-39,"$50,000 - $69,000",4 or more,No,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-11-22 12:59:52,2023-11-22 12:59:52,Survey Test,*******,100,0,True,2023-11-22 12:59:52,R_1YvPScWhv006nAO,*******,*******,*******,*******,*******,*******,test,,18-20,"$0 - $9,999",1,No,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat disagree
2023-11-22 12:59:52,2023-11-22 12:59:52,Survey Test,*******,100,0,True,2023-11-22 12:59:52,R_eEgww1V26zBLJQi,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$50,000 - $69,000",3,Yes,Strongly agree,Somewhat disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Strongly Disagree,Strongly agree,Somewhat disagree
2023-11-22 12:59:52,2023-11-22 12:59:52,Survey Test,*******,100,0,True,2023-11-22 12:59:52,R_4YOi6xty8pCB010,*******,*******,*******,*******,*******,*******,test,,50-59,"$90,000 - $109,000",1,No,Neither agree nor disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree
2023-11-22 12:59:52,2023-11-22 12:59:52,Survey Test,*******,100,0,True,2023-11-22 12:59:52,R_bvWUn1bw0UKhdZ4,*******,*******,*******,*******,*******,*******,test,,21-29,"$30,000 - $49,000",1,No,Strongly Disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly Disagree
2023-11-22 12:59:53,2023-11-22 12:59:53,Survey Test,*******,100,0,True,2023-11-22 12:59:53,R_3VGB6kigEm4zFhI,*******,*******,*******,*******,*******,*******,test,,21-29,"$70,000 - $89,000",2,Yes,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly Disagree,Strongly agree
2023-11-22 12:59:53,2023-11-22 12:59:53,Survey Test,*******,100,0,True,2023-11-22 12:59:53,R_81uhTKcUvVwMyDY,*******,*******,*******,*******,*******,*******,test,,18-20,"$90,000 - $109,000",2,Yes,Somewhat agree,Strongly agree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree
2023-11-22 12:59:53,2023-11-22 12:59:53,Survey Test,*******,100,0,True,2023-11-22 12:59:53,R_4Sg60KR6DvZNO5M,*******,*******,*******,*******,*******,*******,test,,50-59,"$0 - $9,999",2,Yes,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree
2023-11-22 12:59:53,2023-11-22 12:59:53,Survey Test,*******,100,0,True,2023-11-22 12:59:53,R_8k7Zz2f6z7z3e0C,*******,*******,*******,*******,*******,*******,test,,21-29,"$70,000 - $89,000",2,No,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree
2023-11-22 12:59:53,2023-11-22 12:59:53,Survey Test,*******,100,0,True,2023-11-22 12:59:54,R_eX2m0H2nX1Ld8zk,*******,*******,*******,*******,*******,*******,test,,30-39,"$90,000 - $109,000",1,Yes,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree
2023-11-22 12:59:54,2023-11-22 12:59:54,Survey Test,*******,100,0,True,2023-11-22 12:59:54,R_bQLTw2Qgv4SrBZQ,*******,*******,*******,*******,*******,*******,test,,18-20,"$110,000 or more",4 or more,Yes,Somewhat disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree
2023-11-22 12:59:54,2023-11-22 12:59:54,Survey Test,*******,100,0,True,2023-11-22 12:59:54,R_cYK5xNeKfxFnqLk,*******,*******,*******,*******,*******,*******,test,,21-29,"$10,000 - $29,000",1,No,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree
2023-11-22 12:59:54,2023-11-22 12:59:54,Survey Test,*******,100,0,True,2023-11-22 12:59:54,R_bykwAFtOnLHnrcG,*******,*******,*******,*******,*******,*******,test,,18-20,"$50,000 - $69,000",4 or more,Yes,Somewhat disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Strongly Disagree
2023-11-22 12:59:54,2023-11-22 12:59:54,Survey Test,*******,100,0,True,2023-11-22 12:59:55,R_0ptxFLJAWIEy67s,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$110,000 or more",3,Yes,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly Disagree
2023-11-22 12:59:55,2023-11-22 12:59:55,Survey Test,*******,100,0,True,2023-11-22 12:59:55,R_9mew8E6GmCP41mK,*******,*******,*******,*******,*******,*******,test,,40-49,"$50,000 - $69,000",4 or more,Yes,Somewhat agree,Strongly Disagree,Strongly Disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree
2023-11-22 12:59:55,2023-11-22 12:59:55,Survey Test,*******,100,0,True,2023-11-22 12:59:55,R_4HiVndguL3emCpw,*******,*******,*******,*******,*******,*******,test,,50-59,"$0 - $9,999",3,No,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree
2023-11-22 12:59:55,2023-11-22 12:59:55,Survey Test,*******,100,0,True,2023-11-22 12:59:55,R_5gxn6wOjj7PYvWu,*******,*******,*******,*******,*******,*******,test,,40-49,"$90,000 - $109,000",4 or more,No,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree
2023-11-22 12:59:55,2023-11-22 12:59:55,Survey Test,*******,100,0,True,2023-11-22 12:59:55,R_bHiGr0IhSfvDCom,*******,*******,*******,*******,*******,*******,test,,40-49,"$110,000 or more",4 or more,No,Somewhat disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,Somewhat disagree,Strongly agree
2023-11-22 12:59:55,2023-11-22 12:59:56,Survey Test,*******,100,1,True,2023-11-22 12:59:56,R_dapgdKf0b77Ib0W,*******,*******,*******,*******,*******,*******,test,,18-20,"$110,000 or more",2,No,Strongly agree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree
2023-11-22 12:59:56,2023-11-22 12:59:56,Survey Test,*******,100,0,True,2023-11-22 12:59:56,R_5iKFmVBc43NL6Jw,*******,*******,*******,*******,*******,*******,test,,40-49,"$90,000 - $109,000",2,Yes,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
2023-11-22 12:59:56,2023-11-22 12:59:56,Survey Test,*******,100,0,True,2023-11-22 12:59:56,R_4ZNnUAaGPB9sMw6,*******,*******,*******,*******,*******,*******,test,,60 or older,"$90,000 - $109,000",2,No,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly Disagree,Somewhat disagree,Strongly agree,Somewhat disagree
2023-11-22 12:59:56,2023-11-22 12:59:56,Survey Test,*******,100,0,True,2023-11-22 12:59:56,R_3l7QjlwNkKSuMuy,*******,*******,*******,*******,*******,*******,test,,50-59,"$110,000 or more",2,No,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly Disagree
2023-11-22 12:59:56,2023-11-22 12:59:56,Survey Test,*******,100,0,True,2023-11-22 12:59:56,R_6PEXATl9jo4QwVE,*******,*******,*******,*******,*******,*******,test,,60 or older,"$50,000 - $69,000",2,No,Neither agree nor disagree,Strongly agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly Disagree
2023-11-22 12:59:57,2023-11-22 12:59:57,Survey Test,*******,100,0,True,2023-11-22 12:59:57,R_9yFQv0JagMwmBim,*******,*******,*******,*******,*******,*******,test,,60 or older,"$90,000 - $109,000",1,No,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree
2023-11-22 12:59:57,2023-11-22 12:59:57,Survey Test,*******,100,0,True,2023-11-22 12:59:57,R_etZ0VafP0ecO1me,*******,*******,*******,*******,*******,*******,test,,40-49,"$110,000 or more",2,Yes,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Somewhat disagree
2023-11-22 12:59:57,2023-11-22 12:59:57,Survey Test,*******,100,0,True,2023-11-22 12:59:57,R_3ORRqKt3iU3p7QW,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$50,000 - $69,000",None,No,Strongly agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree
2023-11-22 12:59:57,2023-11-22 12:59:57,Survey Test,*******,100,0,True,2023-11-22 12:59:57,R_cGWZEXG84t1kANo,*******,*******,*******,*******,*******,*******,test,,60 or older,"$0 - $9,999",3,No,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree
2023-11-22 12:59:57,2023-11-22 12:59:57,Survey Test,*******,100,0,True,2023-11-22 12:59:57,R_2n27LSQLMN7jb3U,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$90,000 - $109,000",None,Yes,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree
2023-11-22 12:59:58,2023-11-22 12:59:58,Survey Test,*******,100,0,True,2023-11-22 12:59:58,R_cwQ5qKrENOFrHNk,*******,*******,*******,*******,*******,*******,test,,21-29,"$10,000 - $29,000",4 or more,Yes,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat agree
2023-11-22 12:59:58,2023-11-22 12:59:58,Survey Test,*******,100,0,True,2023-11-22 12:59:58,R_72okzzYJOLRcMv4,*******,*******,*******,*******,*******,*******,test,,30-39,"$30,000 - $49,000",None,Yes,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat agree
2023-11-22 12:59:58,2023-11-22 12:59:58,Survey Test,*******,100,0,True,2023-11-22 12:59:58,R_2h2wP6WOEJyjQj4,*******,*******,*******,*******,*******,*******,test,,50-59,"$50,000 - $69,000",4 or more,Yes,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat disagree
2023-11-22 12:59:58,2023-11-22 12:59:58,Survey Test,*******,100,0,True,2023-11-22 12:59:58,R_bloMAk31HmvX2fk,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$10,000 - $29,000",2,No,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree
2023-11-22 12:59:58,2023-11-22 12:59:58,Survey Test,*******,100,0,True,2023-11-22 12:59:59,R_5mRHVxQw15yCzdk,*******,*******,*******,*******,*******,*******,test,,30-39,"$30,000 - $49,000",3,No,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree
2023-11-22 12:59:59,2023-11-22 12:59:59,Survey Test,*******,100,0,True,2023-11-22 12:59:59,R_5mxkyUB3u26kUoC,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$0 - $9,999",4 or more,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2023-11-22 12:59:59,2023-11-22 12:59:59,Survey Test,*******,100,0,True,2023-11-22 12:59:59,R_8k183AnyPo67m8C,*******,*******,*******,*******,*******,*******,test,,18-20,"$10,000 - $29,000",2,Yes,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree
2023-11-22 12:59:59,2023-11-22 12:59:59,Survey Test,*******,100,0,True,2023-11-22 12:59:59,R_bskWVxu2fJnKHPM,*******,*******,*******,*******,*******,*******,test,,50-59,"$50,000 - $69,000",1,Yes,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree
2023-11-22 12:59:59,2023-11-22 12:59:59,Survey Test,*******,100,0,True,2023-11-22 12:59:59,R_6s1A34fMvpADzWm,*******,*******,*******,*******,*******,*******,test,,40-49,"$90,000 - $109,000",3,No,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree
2023-11-22 12:59:59,2023-11-22 12:59:59,Survey Test,*******,100,0,True,2023-11-22 12:59:59,R_baoXf6jwE0rHoYm,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$110,000 or more",None,Yes,Somewhat agree,Strongly Disagree,Strongly Disagree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree
2023-11-22 13:00:00,2023-11-22 13:00:00,Survey Test,*******,100,0,True,2023-11-22 13:00:00,R_3lu5uO8ZvE2jpSm,*******,*******,*******,*******,*******,*******,test,,50-59,"$110,000 or more",3,Yes,Somewhat agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Somewhat disagree
2023-11-22 13:00:00,2023-11-22 13:00:00,Survey Test,*******,100,0,True,2023-11-22 13:00:00,R_6GnqiTgP7aiI3LE,*******,*******,*******,*******,*******,*******,test,,30-39,"$30,000 - $49,000",1,No,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2023-11-22 13:00:00,2023-11-22 13:00:00,Survey Test,*******,100,0,True,2023-11-22 13:00:00,R_9vPI8jykzXXzAnY,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$50,000 - $69,000",None,No,Strongly agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Strongly agree
2023-11-22 13:00:00,2023-11-22 13:00:00,Survey Test,*******,100,0,True,2023-11-22 13:00:01,R_8D1NzYbXFEL5czA,*******,*******,*******,*******,*******,*******,test,,60 or older,"$50,000 - $69,000",None,No,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree
2023-11-22 13:00:01,2023-11-22 13:00:01,Survey Test,*******,100,0,True,2023-11-22 13:00:01,R_3gEEf03dysyfsjA,*******,*******,*******,*******,*******,*******,test,,18-20,"$10,000 - $29,000",4 or more,Yes,Strongly agree,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree
2023-11-22 13:00:01,2023-11-22 13:00:01,Survey Test,*******,100,0,True,2023-11-22 13:00:01,R_4G8nc2UaCV5r4ea,*******,*******,*******,*******,*******,*******,test,,50-59,"$10,000 - $29,000",4 or more,No,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree
2023-11-22 13:00:01,2023-11-22 13:00:01,Survey Test,*******,100,0,True,2023-11-22 13:00:01,R_cvFfSPPR1gw1pxY,*******,*******,*******,*******,*******,*******,test,,30-39,"$30,000 - $49,000",1,Yes,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree
2023-11-22 13:00:01,2023-11-22 13:00:01,Survey Test,*******,100,0,True,2023-11-22 13:00:02,R_3rbK93fp1KHegV8,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$50,000 - $69,000",4 or more,Yes,Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree
2023-11-22 13:00:02,2023-11-22 13:00:02,Survey Test,*******,100,0,True,2023-11-22 13:00:02,R_0J7OR6gco962d3U,*******,*******,*******,*******,*******,*******,test,,60 or older,"$10,000 - $29,000",4 or more,No,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree
2023-11-22 13:00:02,2023-11-22 13:00:02,Survey Test,*******,100,0,True,2023-11-22 13:00:02,R_czKdMWYVYTwkAfA,*******,*******,*******,*******,*******,*******,test,,18-20,"$30,000 - $49,000",1,Yes,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree
2023-11-22 13:00:02,2023-11-22 13:00:02,Survey Test,*******,100,0,True,2023-11-22 13:00:02,R_5A48dd8bFZlNvoy,*******,*******,*******,*******,*******,*******,test,,60 or older,"$90,000 - $109,000",1,Yes,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree
2023-11-22 13:00:03,2023-11-22 13:00:03,Survey Test,*******,100,0,True,2023-11-22 13:00:03,R_9BjhXfvdXzGw8rI,*******,*******,*******,*******,*******,*******,test,,18-20,"$0 - $9,999",None,No,Strongly agree,Somewhat disagree,Strongly agree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree
2023-11-22 13:00:03,2023-11-22 13:00:03,Survey Test,*******,100,0,True,2023-11-22 13:00:03,R_eOPyNN4ggmwJ8Xk,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$10,000 - $29,000",1,Yes,Somewhat agree,Strongly Disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree
2023-11-22 13:00:03,2023-11-22 13:00:03,Survey Test,*******,100,0,True,2023-11-22 13:00:03,R_1N490Huy9NrPBDo,*******,*******,*******,*******,*******,*******,test,,30-39,"$90,000 - $109,000",3,No,Strongly agree,Strongly Disagree,Strongly agree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly Disagree
2023-11-22 13:00:03,2023-11-22 13:00:03,Survey Test,*******,100,0,True,2023-11-22 13:00:03,R_b904NmAGRDn78eW,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$30,000 - $49,000",4 or more,No,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Strongly Disagree,Strongly agree
2023-11-22 13:00:03,2023-11-22 13:00:03,Survey Test,*******,100,0,True,2023-11-22 13:00:04,R_cPj636TmEzUOaDI,*******,*******,*******,*******,*******,*******,test,,18-20,"$30,000 - $49,000",1,Yes,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly Disagree
2023-11-22 13:00:04,2023-11-22 13:00:04,Survey Test,*******,100,0,True,2023-11-22 13:00:04,R_6f0dCS3hwMO8lYq,*******,*******,*******,*******,*******,*******,test,,30-39,"$90,000 - $109,000",1,No,Neither agree nor disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree
2023-11-22 13:00:04,2023-11-22 13:00:04,Survey Test,*******,100,0,True,2023-11-22 13:00:04,R_1EN9XcI8UhjkvL8,*******,*******,*******,*******,*******,*******,test,,18-20,"$10,000 - $29,000",3,Yes,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree
2023-11-22 13:00:04,2023-11-22 13:00:04,Survey Test,*******,100,0,True,2023-11-22 13:00:04,R_6VHDww8rufDOmx0,*******,*******,*******,*******,*******,*******,test,,30-39,"$30,000 - $49,000",4 or more,Yes,Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree
2023-11-22 13:00:04,2023-11-22 13:00:04,Survey Test,*******,100,0,True,2023-11-22 13:00:04,R_9ytJXvuXNch6sjI,*******,*******,*******,*******,*******,*******,test,,30-39,"$50,000 - $69,000",None,Yes,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree
2023-11-22 13:00:04,2023-11-22 13:00:04,Survey Test,*******,100,0,True,2023-11-22 13:00:05,R_3n1b6Qe5YcmrApM,*******,*******,*******,*******,*******,*******,test,,18-20,"$110,000 or more",1,Yes,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree
2023-11-22 13:00:05,2023-11-22 13:00:05,Survey Test,*******,100,0,True,2023-11-22 13:00:05,R_5dwgAKQbJbmnsbQ,*******,*******,*******,*******,*******,*******,test,,18-20,"$70,000 - $89,000",4 or more,No,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree
2023-11-22 13:00:05,2023-11-22 13:00:05,Survey Test,*******,100,0,True,2023-11-22 13:00:05,R_80rSjXPnpL2j1ga,*******,*******,*******,*******,*******,*******,test,,40-49,"$110,000 or more",3,Yes,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree
2023-11-22 13:00:05,2023-11-22 13:00:05,Survey Test,*******,100,0,True,2023-11-22 13:00:05,R_5BDJDF6u4q1YswS,*******,*******,*******,*******,*******,*******,test,,60 or older,"$50,000 - $69,000",None,No,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree
2023-11-22 13:00:05,2023-11-22 13:00:05,Survey Test,*******,100,0,True,2023-11-22 13:00:06,R_8rld6lsevT7LCZw,*******,*******,*******,*******,*******,*******,test,,18-20,"$90,000 - $109,000",3,Yes,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree
2023-11-22 13:00:06,2023-11-22 13:00:06,Survey Test,*******,100,0,True,2023-11-22 13:00:06,R_6zoADvGgIoMiGWO,*******,*******,*******,*******,*******,*******,test,,21-29,"$0 - $9,999",4 or more,Yes,Strongly agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree
2023-11-22 13:00:06,2023-11-22 13:00:06,Survey Test,*******,100,0,True,2023-11-22 13:00:06,R_cIRySWXHRVmzjJY,*******,*******,*******,*******,*******,*******,test,,30-39,"$0 - $9,999",3,No,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly Disagree
2023-11-22 13:00:06,2023-11-22 13:00:06,Survey Test,*******,100,0,True,2023-11-22 13:00:06,R_b2ufge9G92vnVlA,*******,*******,*******,*******,*******,*******,test,,40-49,"$30,000 - $49,000",2,Yes,Somewhat agree,Strongly agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree
2023-11-22 13:00:06,2023-11-22 13:00:06,Survey Test,*******,100,0,True,2023-11-22 13:00:06,R_8GNrFOVPvm8m102,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$10,000 - $29,000",1,No,Strongly Disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree
2023-11-22 13:00:06,2023-11-22 13:00:06,Survey Test,*******,100,0,True,2023-11-22 13:00:07,R_7ZGKQMLTMSpZkDI,*******,*******,*******,*******,*******,*******,test,,30-39,"$70,000 - $89,000",2,No,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Somewhat agree
2023-11-22 13:00:07,2023-11-22 13:00:07,Survey Test,*******,100,0,True,2023-11-22 13:00:07,R_5drw30WHrHRvJPg,*******,*******,*******,*******,*******,*******,test,,50-59,"$110,000 or more",1,No,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
2023-11-22 13:00:07,2023-11-22 13:00:07,Survey Test,*******,100,0,True,2023-11-22 13:00:07,R_9shwf9H7mP6QJGm,*******,*******,*******,*******,*******,*******,test,,40-49,"$10,000 - $29,000",4 or more,Yes,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree
